rep_fie_m,CIK,etity_org_type,series_id,cass_id,cass_ticker_symbo,state_code
811-22959,1605941,30,S000049990,C000157852,TFAX,Y
811-22959,1605941,30,S000049990,C000157851,TFCX,Y
811-22959,1605941,30,S000049990,C000157849,TFIX,Y
811-22959,1605941,30,S000049990,C000157850,TFRX,Y
811-22959,1605941,30,S000052766,C000165720,TVDX,Y
811-22959,1605941,30,S000052766,C000165718,TXAX,Y
811-22959,1605941,30,S000052766,C000165719,TXCX,Y
811-22959,1605941,30,S000052766,C000165721,TYRX,Y
811-22959,1605941,30,S000045910,C000143077,TVAX,Y
811-22959,1605941,30,S000045910,C000143078,TVCX,Y
811-22959,1605941,30,S000045910,C000143079,TVIX,Y
811-22959,1605941,30,S000045910,C000143080,TVRX,Y
811-22959,1605941,30,S000055373,C000174201,,Y
811-22959,1605941,30,S000055373,C000174202,,Y
811-22959,1605941,30,S000055373,C000174203,,Y
811-22959,1605941,30,S000055373,C000174204,,Y
811-22959,1605941,30,S000049988,C000157841,TGAX,Y
811-22959,1605941,30,S000049988,C000157844,TGCX,Y
811-22959,1605941,30,S000049988,C000157842,TGIX,Y
811-22959,1605941,30,S000049988,C000157843,TGRX,Y
811-22959,1605941,30,S000052777,C000165765,TTRX,Y
811-22959,1605941,30,S000052777,C000165762,TYAX,Y
811-22959,1605941,30,S000052777,C000165763,TYCX,Y
811-22959,1605941,30,S000052777,C000165764,TYFX,Y
811-22959,1605941,30,S000045911,C000143081,THAX,Y
811-22959,1605941,30,S000045911,C000143082,THCX,Y
811-22959,1605941,30,S000045911,C000143083,THIX,Y
811-22959,1605941,30,S000045911,C000143084,THRX,Y
811-22959,1605941,30,S000049989,C000157845,TMAX,Y
811-22959,1605941,30,S000049989,C000157848,TMCX,Y
811-22959,1605941,30,S000049989,C000157846,TMIX,Y
811-22959,1605941,30,S000049989,C000157847,TMRX,Y
811-22959,1605941,30,S000052768,C000165726,,Y
811-22959,1605941,30,S000052768,C000165727,,Y
811-22959,1605941,30,S000052768,C000165728,,Y
811-22959,1605941,30,S000052768,C000165729,,Y
811-22959,1605941,30,S000052769,C000165733,,Y
811-22959,1605941,30,S000052769,C000165730,,Y
811-22959,1605941,30,S000052769,C000165731,,Y
811-22959,1605941,30,S000052769,C000165732,,Y
811-22959,1605941,30,S000052770,C000165734,,Y
811-22959,1605941,30,S000052770,C000165735,,Y
811-22959,1605941,30,S000052770,C000165736,,Y
811-22959,1605941,30,S000052770,C000165737,,Y
811-22959,1605941,30,S000052771,C000165738,,Y
811-22959,1605941,30,S000052771,C000165739,,Y
811-22959,1605941,30,S000052771,C000165740,,Y
811-22959,1605941,30,S000052771,C000165741,,Y
811-22959,1605941,30,S000052772,C000165742,,Y
811-22959,1605941,30,S000052772,C000165743,,Y
811-22959,1605941,30,S000052772,C000165744,,Y
811-22959,1605941,30,S000052772,C000165745,,Y
811-22959,1605941,30,S000052773,C000165746,,Y
811-22959,1605941,30,S000052773,C000165747,,Y
811-22959,1605941,30,S000052773,C000165748,,Y
811-22959,1605941,30,S000052773,C000165749,,Y
811-22959,1605941,30,S000052774,C000165750,,Y
811-22959,1605941,30,S000052774,C000165751,,Y
811-22959,1605941,30,S000052774,C000165752,,Y
811-22959,1605941,30,S000052774,C000165753,,Y
811-22959,1605941,30,S000052775,C000165754,,Y
811-22959,1605941,30,S000052775,C000165755,,Y
811-22959,1605941,30,S000052775,C000165756,,Y
811-22959,1605941,30,S000052775,C000165757,,Y
811-22959,1605941,30,S000052767,C000165722,,Y
811-22959,1605941,30,S000052767,C000165723,,Y
811-22959,1605941,30,S000052767,C000165724,,Y
811-22959,1605941,30,S000052767,C000165725,,Y
811-22959,1605941,30,S000045912,C000143088,TBAX,Y
811-22959,1605941,30,S000045912,C000143085,TBCX,Y
811-22959,1605941,30,S000045912,C000143086,TBIX,Y
811-22959,1605941,30,S000045912,C000143087,TBRX,Y
811-22959,1605941,30,S000049991,C000157853,TAX,Y
811-22959,1605941,30,S000049991,C000157856,TCX,Y
811-22959,1605941,30,S000049991,C000157854,TIX,Y
811-22959,1605941,30,S000049991,C000157855,TRX,Y
811-21726,1319067,30,S000044033,C000136673,FMCIX,MO
811-21726,1319067,30,S000044034,C000136674,FSVIX,MO
811-21726,1319067,30,S000052123,C000164030,HIOIX,MO
811-21726,1319067,30,S000052123,C000164029,HROAX,MO
811-21726,1319067,30,S000045520,C000141714,IMSCX,MO
811-21726,1319067,30,S000045522,C000141716,IMSAX,MO
811-21726,1319067,30,S000045521,C000141715,IMSIX,MO
811-21726,1319067,30,S000052125,C000164034,,MO
811-21726,1319067,30,S000052125,C000164035,,MO
811-21726,1319067,30,S000052125,C000164036,,MO
811-21726,1319067,30,S000040268,C000125135,SDPAX,MO
811-21726,1319067,30,S000040268,C000125136,SDPIX,MO
811-21726,1319067,30,S000040269,C000125137,SFOAX,MO
811-21726,1319067,30,S000040269,C000125138,SFOIX,MO
811-21726,1319067,30,S000040270,C000125139,SHEAX,MO
811-21726,1319067,30,S000040270,C000125140,SHEIX,MO
811-21726,1319067,30,S000040272,C000125144,SIAAX,MO
811-21726,1319067,30,S000040272,C000125143,SIAIX,MO
811-21726,1319067,30,S000040271,C000125141,SPAX,MO
811-21726,1319067,30,S000040271,C000125142,SPIX,MO
811-21726,1319067,30,S000040273,C000125145,SMAX,MO
811-21726,1319067,30,S000040273,C000125146,SMIX,MO
811-21726,1319067,30,S000040274,C000125147,SRGAX,MO
811-21726,1319067,30,S000040274,C000125148,SRGCX,MO
811-21726,1319067,30,S000040274,C000125149,SRGIX,MO
811-21726,1319067,30,S000048652,C000153328,SRQAX,MO
811-21726,1319067,30,S000048652,C000153329,SRQCX,MO
811-21726,1319067,30,S000048652,C000153330,SRQIX,MO
811-21726,1319067,30,S000042169,C000130935,,MO
811-21726,1319067,30,S000042169,C000130936,,MO
811-21726,1319067,30,S000042169,C000130937,WPCX,MO
811-23151,1669035,30,S000054122,C000170110,,MA
811-21081,1172221,30,S000010275,C000028381,TAAX,Y
811-21081,1172221,30,S000010275,C000028382,TABX,Y
811-21081,1172221,30,S000010275,C000028383,TACX,Y
811-21081,1172221,30,S000010275,C000028387,TAIX,Y
811-21081,1172221,30,S000010275,C000028386,TAKX,Y
811-21081,1172221,30,S000010275,C000028385,TARX,Y
811-21081,1172221,30,S000010275,C000028384,TAVX,Y
811-21081,1172221,30,S000010278,C000028402,TBAX,Y
811-21081,1172221,30,S000010278,C000028408,TBIX,Y
811-21081,1172221,30,S000010278,C000028407,TBKX,Y
811-21081,1172221,30,S000010278,C000028406,TBRX,Y
811-21081,1172221,30,S000010278,C000028405,TBVX,Y
811-21081,1172221,30,S000010278,C000028403,TCBX,Y
811-21081,1172221,30,S000010278,C000028404,TSCX,Y
811-21081,1172221,30,S000010279,C000028409,TDAX,Y
811-21081,1172221,30,S000010279,C000028410,TDBX,Y
811-21081,1172221,30,S000010279,C000028411,TDCX,Y
811-21081,1172221,30,S000010279,C000028415,TDIX,Y
811-21081,1172221,30,S000010279,C000028414,TDKX,Y
811-21081,1172221,30,S000010279,C000028413,TDRX,Y
811-21081,1172221,30,S000010279,C000028412,TDVX,Y
811-21081,1172221,30,S000010280,C000028416,TEAX,Y
811-21081,1172221,30,S000010280,C000028418,TECX,Y
811-21081,1172221,30,S000010280,C000028422,TEIX,Y
811-21081,1172221,30,S000010280,C000028421,TEKX,Y
811-21081,1172221,30,S000010280,C000028420,TERX,Y
811-21081,1172221,30,S000010280,C000028419,TEVX,Y
811-21081,1172221,30,S000010280,C000028417,TGBX,Y
811-21081,1172221,30,S000010281,C000028423,THAX,Y
811-21081,1172221,30,S000010281,C000028424,THBX,Y
811-21081,1172221,30,S000010281,C000028425,THCX,Y
811-21081,1172221,30,S000010281,C000028429,THIX,Y
811-21081,1172221,30,S000010281,C000028428,THKX,Y
811-21081,1172221,30,S000010281,C000028427,THRX,Y
811-21081,1172221,30,S000010281,C000028426,THVX,Y
811-21081,1172221,30,S000010282,C000028430,TIAX,Y
811-21081,1172221,30,S000010282,C000028431,TIBX,Y
811-21081,1172221,30,S000010282,C000028432,TICX,Y
811-21081,1172221,30,S000010282,C000028433,TIVX,Y
811-21081,1172221,30,S000010282,C000028436,TJIX,Y
811-21081,1172221,30,S000010282,C000028435,TJKX,Y
811-21081,1172221,30,S000010282,C000028434,TJRX,Y
811-21081,1172221,30,S000010283,C000028437,TJAX,Y
811-21081,1172221,30,S000010283,C000028438,TJBX,Y
811-21081,1172221,30,S000010283,C000028439,TJCX,Y
811-21081,1172221,30,S000010283,C000028440,TJVX,Y
811-21081,1172221,30,S000010283,C000028443,TKIX,Y
811-21081,1172221,30,S000010283,C000028442,TKKX,Y
811-21081,1172221,30,S000010283,C000028441,TKRX,Y
811-21081,1172221,30,S000010284,C000028444,TKAX,Y
811-21081,1172221,30,S000010284,C000028445,TKBX,Y
811-21081,1172221,30,S000010284,C000028446,TKCX,Y
811-21081,1172221,30,S000010284,C000028447,TKVX,Y
811-21081,1172221,30,S000010284,C000028450,TIX,Y
811-21081,1172221,30,S000010284,C000028449,TKX,Y
811-21081,1172221,30,S000010284,C000028448,TRX,Y
811-21081,1172221,30,S000010285,C000028451,TAX,Y
811-21081,1172221,30,S000010285,C000028452,TBX,Y
811-21081,1172221,30,S000010285,C000028453,TCX,Y
811-21081,1172221,30,S000010285,C000028454,TVX,Y
811-21081,1172221,30,S000010285,C000028457,TSIX,Y
811-21081,1172221,30,S000010285,C000028456,TSKX,Y
811-21081,1172221,30,S000010285,C000028455,TSRX,Y
811-21081,1172221,30,S000010276,C000028388,TPAX,Y
811-21081,1172221,30,S000010276,C000028389,TPBX,Y
811-21081,1172221,30,S000010276,C000028390,TPCX,Y
811-21081,1172221,30,S000010276,C000028394,TPIX,Y
811-21081,1172221,30,S000010276,C000028393,TPKX,Y
811-21081,1172221,30,S000010276,C000028392,TPRX,Y
811-21081,1172221,30,S000010276,C000028391,TPVX,Y
811-21081,1172221,30,S000017765,C000049037,TQAX,Y
811-21081,1172221,30,S000017765,C000049066,TQBX,Y
811-21081,1172221,30,S000017765,C000049067,TQCX,Y
811-21081,1172221,30,S000017765,C000049070,TQIX,Y
811-21081,1172221,30,S000017765,C000049069,TQKX,Y
811-21081,1172221,30,S000017765,C000049068,TQRX,Y
811-21081,1172221,30,S000017765,C000049071,TQVX,Y
811-21081,1172221,30,S000017766,C000049038,TWAX,Y
811-21081,1172221,30,S000017766,C000049075,TWBX,Y
811-21081,1172221,30,S000017766,C000049076,TWCX,Y
811-21081,1172221,30,S000017766,C000049073,TWIX,Y
811-21081,1172221,30,S000017766,C000049072,TWKX,Y
811-21081,1172221,30,S000017766,C000049077,TWRX,Y
811-21081,1172221,30,S000017766,C000049074,TWVX,Y
811-21081,1172221,30,S000012443,C000033794,,Y
811-21081,1172221,30,S000012443,C000033791,,Y
811-21081,1172221,30,S000012443,C000033792,,Y
811-21081,1172221,30,S000012443,C000033793,,Y
811-21081,1172221,30,S000012443,C000033797,,Y
811-21081,1172221,30,S000012443,C000033796,,Y
811-21081,1172221,30,S000012443,C000033795,,Y
811-02383,3794,30,S000028085,C000085497,ACMTX,Y
811-02383,3794,30,S000028085,C000085496,AMTAX,Y
811-02383,3794,30,S000028085,C000085503,AMTIX,Y
811-02383,3794,30,S000028085,C000085502,AMTKX,Y
811-02383,3794,30,S000028085,C000085499,AMTOX,Y
811-02383,3794,30,S000028085,C000085501,AMTRX,Y
811-02383,3794,30,S000028085,C000085500,AMTTX,Y
811-02383,3794,30,S000028085,C000085498,AMTYX,Y
811-02383,3794,30,S000028085,C000139941,AMTZX,Y
811-02383,3794,30,S000027378,C000082621,ABAX,Y
811-02383,3794,30,S000027378,C000082622,ABCX,Y
811-02383,3794,30,S000027378,C000085436,ABKX,Y
811-02383,3794,30,S000027378,C000085359,ABOX,Y
811-02383,3794,30,S000027378,C000085435,ABRX,Y
811-02383,3794,30,S000027378,C000085438,ABTX,Y
811-02383,3794,30,S000027378,C000082623,ABYX,Y
811-02383,3794,30,S000027378,C000152483,ABZX,Y
811-02383,3794,30,S000027378,C000085437,ABIX,Y
811-02383,3794,30,S000045253,C000140918,AISX,Y
811-02383,3794,30,S000045253,C000140916,AASX,Y
811-02383,3794,30,S000045253,C000140917,ACSX,Y
811-02383,3794,30,S000045253,C000140919,AKSX,Y
811-02383,3794,30,S000045253,C000140920,ARSX,Y
811-02383,3794,30,S000045253,C000140915,AYSX,Y
811-02383,3794,30,S000045253,C000140921,AZSX,Y
811-02383,3794,30,S000040013,C000124138,,Y
811-02383,3794,30,S000040013,C000124140,,Y
811-02383,3794,30,S000040013,C000124141,,Y
811-02383,3794,30,S000040013,C000124142,,Y
811-02383,3794,30,S000040013,C000124143,,Y
811-02383,3794,30,S000040013,C000124144,,Y
811-02383,3794,30,S000040013,C000124145,,Y
811-02383,3794,30,S000040013,C000124139,AGRXX,Y
811-02383,3794,30,S000045256,C000140937,HIYAX,Y
811-02383,3794,30,S000045256,C000140938,HIYCX,Y
811-02383,3794,30,S000045256,C000140939,HIYIX,Y
811-02383,3794,30,S000045256,C000140940,HIYKX,Y
811-02383,3794,30,S000045256,C000140941,HIYRX,Y
811-02383,3794,30,S000045256,C000140936,HIYYX,Y
811-02383,3794,30,S000045256,C000140942,HIYZX,Y
811-02383,3794,30,S000051302,C000161784,,Y
811-02383,3794,30,S000051302,C000161783,,Y
811-02383,3794,30,S000051302,C000161782,,Y
811-02383,3794,30,S000051302,C000161785,,Y
811-02383,3794,30,S000051302,C000161781,ACGYX,Y
811-02383,3794,30,S000051302,C000161779,AKGAX,Y
811-02383,3794,30,S000051302,C000161780,AKGCX,Y
811-02383,3794,30,S000010305,C000028494,ABQBX,Y
811-02383,3794,30,S000010305,C000028495,ABQCX,Y
811-02383,3794,30,S000010305,C000028499,ABQIX,Y
811-02383,3794,30,S000010305,C000028498,ABQKX,Y
811-02383,3794,30,S000010305,C000028497,ABQRX,Y
811-02383,3794,30,S000010305,C000028493,ABQX,Y
811-02383,3794,30,S000010305,C000028496,ABQYX,Y
811-02383,3794,30,S000010305,C000143890,ABQZX,Y
811-02383,3794,30,S000034979,C000107581,,Y
811-02383,3794,30,S000034979,C000107582,,Y
811-02383,3794,30,S000034979,C000107583,AHAX,Y
811-02383,3794,30,S000034979,C000107584,AHCX,Y
811-02383,3794,30,S000034979,C000107585,AHIX,Y
811-02383,3794,30,S000034979,C000107586,AHKX,Y
811-02383,3794,30,S000034979,C000107587,AHRX,Y
811-02383,3794,30,S000034979,C000107580,AHYX,Y
811-02383,3794,30,S000027379,C000082624,AAX,Y
811-02383,3794,30,S000027379,C000082625,ACX,Y
811-02383,3794,30,S000027379,C000085360,AOX,Y
811-02383,3794,30,S000027379,C000085439,ATX,Y
811-02383,3794,30,S000027379,C000082626,AYX,Y
811-02383,3794,30,S000043269,C000133861,,Y
811-02383,3794,30,S000043269,C000133862,,Y
811-02383,3794,30,S000043269,C000133864,ATCCX,Y
811-02383,3794,30,S000043269,C000133863,ATTAX,Y
811-02383,3794,30,S000043269,C000133860,ATTYX,Y
811-01716,81443,30,S000047990,C000151151,,Y
811-01716,81443,30,S000047990,C000151150,,Y
811-01716,81443,30,S000047990,C000151149,,Y
811-01716,81443,30,S000047990,C000151152,,Y
811-01716,81443,30,S000047990,C000151146,AARAX,Y
811-01716,81443,30,S000047990,C000151147,AARCX,Y
811-01716,81443,30,S000047990,C000151148,AARYX,Y
811-01716,81443,30,S000034315,C000105672,ADAAX,Y
811-01716,81443,30,S000034315,C000105673,ADACX,Y
811-01716,81443,30,S000034315,C000105678,ADADX,Y
811-01716,81443,30,S000034315,C000105679,ADAEX,Y
811-01716,81443,30,S000034315,C000105676,ADAKX,Y
811-01716,81443,30,S000034315,C000105675,ADARX,Y
811-01716,81443,30,S000034315,C000105674,ADAYX,Y
811-01716,81443,30,S000034315,C000150884,ADAZX,Y
811-01716,81443,30,S000034315,C000105677,AMAIX,Y
811-01716,81443,30,S000047072,C000147173,,Y
811-01716,81443,30,S000047072,C000147174,,Y
811-01716,81443,30,S000047072,C000147175,,Y
811-01716,81443,30,S000047072,C000147176,,Y
811-01716,81443,30,S000047072,C000147171,MRKAX,Y
811-01716,81443,30,S000047072,C000147172,MRKCX,Y
811-01716,81443,30,S000047072,C000147170,MRKYX,Y
811-01716,81443,30,S000050629,C000159830,,Y
811-01716,81443,30,S000050629,C000159831,,Y
811-01716,81443,30,S000050629,C000159828,,Y
811-01716,81443,30,S000050629,C000159827,,Y
811-01716,81443,30,S000050629,C000159826,,Y
811-01716,81443,30,S000050629,C000159829,,Y
811-01716,81443,30,S000050629,C000159823,AXJAX,Y
811-01716,81443,30,S000050629,C000159824,AXJCX,Y
811-01716,81443,30,S000050629,C000159825,AXJYX,Y
811-01716,81443,30,S000043215,C000133678,,Y
811-01716,81443,30,S000043215,C000133679,,Y
811-01716,81443,30,S000043215,C000133672,WPASX,Y
811-01716,81443,30,S000043215,C000133673,WPCSX,Y
811-01716,81443,30,S000043215,C000133676,WPRSX,Y
811-01716,81443,30,S000043215,C000133671,WPSGX,Y
811-01716,81443,30,S000043215,C000133674,WPSIX,Y
811-01716,81443,30,S000043215,C000133675,WPSKX,Y
811-01716,81443,30,S000043215,C000133677,WPSZX,Y
811-01716,81443,30,S000045541,C000141787,,Y
811-01716,81443,30,S000045541,C000141788,,Y
811-01716,81443,30,S000045541,C000141789,,Y
811-01716,81443,30,S000045541,C000141784,,Y
811-01716,81443,30,S000045541,C000141785,CIAGX,Y
811-01716,81443,30,S000045541,C000141786,CICGX,Y
811-01716,81443,30,S000045541,C000141783,CIGYX,Y
811-01716,81443,30,S000045180,C000140686,EMPAX,Y
811-01716,81443,30,S000045180,C000140687,EMPCX,Y
811-01716,81443,30,S000045180,C000140685,EMPYX,Y
811-01716,81443,30,S000045181,C000140693,,Y
811-01716,81443,30,S000045181,C000140694,,Y
811-01716,81443,30,S000045181,C000140695,,Y
811-01716,81443,30,S000045181,C000140696,,Y
811-01716,81443,30,S000045181,C000140698,EGPAX,Y
811-01716,81443,30,S000045181,C000140692,EGPCX,Y
811-01716,81443,30,S000045181,C000140697,EGPYX,Y
811-01716,81443,30,S000033729,C000103973,,Y
811-01716,81443,30,S000033729,C000103974,,Y
811-01716,81443,30,S000033729,C000103967,ABAEX,Y
811-01716,81443,30,S000033729,C000103968,ABCEX,Y
811-01716,81443,30,S000033729,C000103972,ABIEX,Y
811-01716,81443,30,S000033729,C000103971,ABKEX,Y
811-01716,81443,30,S000033729,C000103970,ABREX,Y
811-01716,81443,30,S000033729,C000103969,ABYEX,Y
811-01716,81443,30,S000047073,C000147178,,Y
811-01716,81443,30,S000047073,C000147179,,Y
811-01716,81443,30,S000047073,C000147180,,Y
811-01716,81443,30,S000047073,C000147181,,Y
811-01716,81443,30,S000047073,C000147183,GCEAX,Y
811-01716,81443,30,S000047073,C000147177,GCECX,Y
811-01716,81443,30,S000047073,C000147182,GCEYX,Y
811-01716,81443,30,S000050223,C000158547,,Y
811-01716,81443,30,S000050223,C000158546,,Y
811-01716,81443,30,S000050223,C000158545,,Y
811-01716,81443,30,S000050223,C000158548,,Y
811-01716,81443,30,S000050223,C000158542,ISARX,Y
811-01716,81443,30,S000050223,C000158543,ISCRX,Y
811-01716,81443,30,S000050223,C000158544,ISRYX,Y
811-01716,81443,30,S000046325,C000144771,,Y
811-01716,81443,30,S000046325,C000144765,,Y
811-01716,81443,30,S000046325,C000144766,,Y
811-01716,81443,30,S000046325,C000144769,,Y
811-01716,81443,30,S000046325,C000144768,,Y
811-01716,81443,30,S000046325,C000144767,,Y
811-01716,81443,30,S000046325,C000144770,,Y
811-01716,81443,30,S000029577,C000090793,AMCX,Y
811-01716,81443,30,S000029577,C000090792,AMAX,Y
811-01716,81443,30,S000029577,C000090797,AMIX,Y
811-01716,81443,30,S000029577,C000090796,AMKX,Y
811-01716,81443,30,S000029577,C000090795,AMRX,Y
811-01716,81443,30,S000029577,C000090794,AMYX,Y
811-01716,81443,30,S000045411,C000141408,,Y
811-01716,81443,30,S000045411,C000141402,,Y
811-01716,81443,30,S000045411,C000141403,,Y
811-01716,81443,30,S000045411,C000141406,,Y
811-01716,81443,30,S000045411,C000141405,,Y
811-01716,81443,30,S000045411,C000141404,,Y
811-01716,81443,30,S000045411,C000141407,,Y
811-01716,81443,30,S000047115,C000147651,,Y
811-01716,81443,30,S000047115,C000147652,,Y
811-01716,81443,30,S000047115,C000147654,,Y
811-01716,81443,30,S000047115,C000147653,TDBAX,Y
811-01716,81443,30,S000047115,C000147655,TDBCX,Y
811-01716,81443,30,S000047115,C000147657,TDBKX,Y
811-01716,81443,30,S000047115,C000147658,TDBRX,Y
811-01716,81443,30,S000047115,C000147649,TDBYX,Y
811-01716,81443,30,S000047115,C000147650,TDBZX,Y
811-01716,81443,30,S000047115,C000147656,TDIBX,Y
811-01716,81443,30,S000047118,C000147680,,Y
811-01716,81443,30,S000047118,C000147681,,Y
811-01716,81443,30,S000047118,C000147683,,Y
811-01716,81443,30,S000047118,C000147682,TDCAX,Y
811-01716,81443,30,S000047118,C000147684,TDCCX,Y
811-01716,81443,30,S000047118,C000147685,TDCIX,Y
811-01716,81443,30,S000047118,C000147686,TDCKX,Y
811-01716,81443,30,S000047118,C000147687,TDCRX,Y
811-01716,81443,30,S000047118,C000147679,TDCYX,Y
811-01716,81443,30,S000047118,C000147688,TDCZX,Y
811-01716,81443,30,S000047119,C000147690,,Y
811-01716,81443,30,S000047119,C000147691,,Y
811-01716,81443,30,S000047119,C000147693,,Y
811-01716,81443,30,S000047119,C000147692,TDDAX,Y
811-01716,81443,30,S000047119,C000147694,TDDCX,Y
811-01716,81443,30,S000047119,C000147695,TDDIX,Y
811-01716,81443,30,S000047119,C000147696,TDDKX,Y
811-01716,81443,30,S000047119,C000147697,TDDRX,Y
811-01716,81443,30,S000047119,C000147689,TDDYX,Y
811-01716,81443,30,S000047119,C000147698,TDDZX,Y
811-01716,81443,30,S000047120,C000147700,,Y
811-01716,81443,30,S000047120,C000147701,,Y
811-01716,81443,30,S000047120,C000147703,,Y
811-01716,81443,30,S000047120,C000147702,TDAGX,Y
811-01716,81443,30,S000047120,C000147704,TDCGX,Y
811-01716,81443,30,S000047120,C000147706,TDGKX,Y
811-01716,81443,30,S000047120,C000147707,TDGRX,Y
811-01716,81443,30,S000047120,C000147699,TDGYX,Y
811-01716,81443,30,S000047120,C000147708,TDGZX,Y
811-01716,81443,30,S000047120,C000147705,TDIGX,Y
811-01716,81443,30,S000047121,C000147710,,Y
811-01716,81443,30,S000047121,C000147711,,Y
811-01716,81443,30,S000047121,C000147713,,Y
811-01716,81443,30,S000047121,C000147712,TDHAX,Y
811-01716,81443,30,S000047121,C000147714,TDHCX,Y
811-01716,81443,30,S000047121,C000147716,TDHKX,Y
811-01716,81443,30,S000047121,C000147717,TDHRX,Y
811-01716,81443,30,S000047121,C000147718,TDHZX,Y
811-01716,81443,30,S000047121,C000147715,TDIHX,Y
811-01716,81443,30,S000047121,C000147709,TDYHX,Y
811-01716,81443,30,S000047122,C000147720,,Y
811-01716,81443,30,S000047122,C000147721,,Y
811-01716,81443,30,S000047122,C000147723,,Y
811-01716,81443,30,S000047122,C000147725,TDIMX,Y
811-01716,81443,30,S000047122,C000147722,TDMAX,Y
811-01716,81443,30,S000047122,C000147724,TDMCX,Y
811-01716,81443,30,S000047122,C000147726,TDMKX,Y
811-01716,81443,30,S000047122,C000147719,TDMYX,Y
811-01716,81443,30,S000047122,C000147728,TDMZX,Y
811-01716,81443,30,S000047122,C000147727,TDRMX,Y
811-01716,81443,30,S000047123,C000147730,,Y
811-01716,81443,30,S000047123,C000147731,,Y
811-01716,81443,30,S000047123,C000147733,,Y
811-01716,81443,30,S000047123,C000147732,TDJAX,Y
811-01716,81443,30,S000047123,C000147734,TDJCX,Y
811-01716,81443,30,S000047123,C000147735,TDJIX,Y
811-01716,81443,30,S000047123,C000147736,TDJKX,Y
811-01716,81443,30,S000047123,C000147737,TDJRX,Y
811-01716,81443,30,S000047123,C000147729,TDJYX,Y
811-01716,81443,30,S000047123,C000147738,TDJZX,Y
811-01716,81443,30,S000047124,C000147740,,Y
811-01716,81443,30,S000047124,C000147741,,Y
811-01716,81443,30,S000047124,C000147743,,Y
811-01716,81443,30,S000047124,C000147742,TDAX,Y
811-01716,81443,30,S000047124,C000147744,TDCX,Y
811-01716,81443,30,S000047124,C000147745,TDIX,Y
811-01716,81443,30,S000047124,C000147746,TDKX,Y
811-01716,81443,30,S000047124,C000147747,TDRX,Y
811-01716,81443,30,S000047124,C000147739,TDYX,Y
811-01716,81443,30,S000047124,C000147748,TDZX,Y
811-01716,81443,30,S000047125,C000147750,,Y
811-01716,81443,30,S000047125,C000147751,,Y
811-01716,81443,30,S000047125,C000147753,,Y
811-01716,81443,30,S000047125,C000147754,TDCX,Y
811-01716,81443,30,S000047125,C000147752,TDAX,Y
811-01716,81443,30,S000047125,C000147755,TDIX,Y
811-01716,81443,30,S000047125,C000147756,TDKX,Y
811-01716,81443,30,S000047125,C000147757,TDRX,Y
811-01716,81443,30,S000047125,C000147749,TDYX,Y
811-01716,81443,30,S000047125,C000147758,TDZX,Y
811-01716,81443,30,S000047116,C000147661,,Y
811-01716,81443,30,S000047116,C000147662,,Y
811-01716,81443,30,S000047116,C000147664,,Y
811-01716,81443,30,S000047116,C000147663,TDAPX,Y
811-01716,81443,30,S000047116,C000147665,TDCPX,Y
811-01716,81443,30,S000047116,C000147666,TDIPX,Y
811-01716,81443,30,S000047116,C000147667,TDPKX,Y
811-01716,81443,30,S000047116,C000147668,TDPRX,Y
811-01716,81443,30,S000047116,C000147660,TDPYX,Y
811-01716,81443,30,S000047116,C000147659,TDPZX,Y
811-01716,81443,30,S000047117,C000147670,,Y
811-01716,81443,30,S000047117,C000147671,,Y
811-01716,81443,30,S000047117,C000147673,,Y
811-01716,81443,30,S000047117,C000147672,TDAAX,Y
811-01716,81443,30,S000047117,C000147674,TDACX,Y
811-01716,81443,30,S000047117,C000147675,TDAIX,Y
811-01716,81443,30,S000047117,C000147676,TDAKX,Y
811-01716,81443,30,S000047117,C000147677,TDARX,Y
811-01716,81443,30,S000047117,C000147669,TDAYX,Y
811-01716,81443,30,S000047117,C000147678,TDAZX,Y
811-01716,81443,30,S000034947,C000107478,,Y
811-01716,81443,30,S000034947,C000107479,,Y
811-01716,81443,30,S000034947,C000107480,AAX,Y
811-01716,81443,30,S000034947,C000107481,ACX,Y
811-01716,81443,30,S000034947,C000107482,AIX,Y
811-01716,81443,30,S000034947,C000107483,AKX,Y
811-01716,81443,30,S000034947,C000107484,ARX,Y
811-01716,81443,30,S000034947,C000107477,AYX,Y
811-01716,81443,30,S000039195,C000120606,,Y
811-01716,81443,30,S000039195,C000120607,,Y
811-01716,81443,30,S000039195,C000120609,ASCX,Y
811-01716,81443,30,S000039195,C000120610,ASIX,Y
811-01716,81443,30,S000039195,C000120608,ASAX,Y
811-01716,81443,30,S000039195,C000120611,ASKX,Y
811-01716,81443,30,S000039195,C000120612,ASRX,Y
811-01716,81443,30,S000039195,C000120605,ASYX,Y
811-01716,81443,30,S000010309,C000028522,QABX,Y
811-01716,81443,30,S000010309,C000028523,QACX,Y
811-01716,81443,30,S000010309,C000028527,QAIX,Y
811-01716,81443,30,S000010309,C000028526,QAKX,Y
811-01716,81443,30,S000010309,C000028525,QARX,Y
811-01716,81443,30,S000010309,C000028521,QASX,Y
811-01716,81443,30,S000010309,C000028524,QAYX,Y
811-01716,81443,30,S000010309,C000159958,QAZX,Y
811-01716,81443,30,S000045542,C000141792,,Y
811-01716,81443,30,S000045542,C000141793,,Y
811-01716,81443,30,S000045542,C000141796,,Y
811-01716,81443,30,S000045542,C000141794,,Y
